,name,scores,texts
114,5019281,3,"If you already have (and love) the Alistair Sim version (Scrooge, 1951), the Reginald Owen version (1938) and Mr. Magoo's Christmas Carol (no, I'm not kidding, it's beautifully done), this will be an interesting film for comparison.
Two good points stand out for this version of Dicken's classic Christmas story:
1) Since it is an adaptation, set in a different time and place from the original (Depression-era New England), deviations from the text and basic plot-line, are not as bothersome as they are in the films that adapt the story in ""Dickensian"" England.
2) Henry Winkler, who, at the time, was playing against his well-known Fonz character, gives an excellent characterization to the Scrooge-like Benedict Slade.
George C. Scott and Albert Finney give detailed performances as Scrooge in their version, and the films that feature them have good production values -- and, in the case of the Finney version a couple of good songs -- but the deviations in text in the Scott version and the added material in the Finney version (Scrooge in hell -- what?) are both unnecessary and more than a little annoying."
115,5019281,4,"Henry Winkler proves his acting ability in this American version of the Dickens classic. One will actually forget that he was 'The FONZ' and will be amazed at his transformation from nice guy to mean guy back to nice guy. The general feel of this movie, though, is grey. That's the best way to describe it. But then, it was a bleak grey time in American history, with the Great Depression and all. When Dickens originally wrote the book, it was a grey time in England's history as well, so the subdued feeling one gets while watching this 'modern' version fits in well with the spirit of the original story.
A nice twist (sorry, Oliver!) to a true classic.
By the way, for my money, the finest original version out there is the George C. Scott version followed closely by Alistair Sim."
116,5019281,5,i thought that actor dorian harewood was fantastic in this role.
117,5019281,4,"Being a huge fan of this classic, I own dozens of versions and this one  adds a nice variety.  The twists and changes to this timeless story truly  do justice to the original and the performances, for the most part, are  stellar.  If you're looking for the same feel good movie but in a new  setting, this one's for you."
118,5019281,5,One of my family's favorite Christmas movies ever. Henry Winkler is wonderful!
119,5019281,5,as described
120,5019281,5,Nice movie
121,5019281,5,A good movie with morals
122,5019281,5,"My favorite "" Christmas Carol""."
123,5019281,5,Love the twist on this classic!
124,5019281,5,Love the movie.
125,5019281,5,"An inspirational version of the Christmas Carol, enjoyable and upbeat"
126,5019281,5,This TV movie brought back fond memories of the first time my wife and I watched it in the late 70's. Henry Winkler did a great job with the character of an American Scrooge. It was radical change from the Fonz.
127,5019281,5,"More of a 'modern' version of the classic.  I didn't think I'd be impressed when my parents took this out but I gave it a try and have to say...what a great adaptation.  The cast was great, Winkler was exceptional.  I was very happy to see this on Amazon and happened to catch it when the price went way down so I snapped it up.  Great timeless classic...and Winkler really surprised me with his portrayal."
